job_title,job_responsibility
PCG17-波洞星球数据产品经理,"负责波洞星球二次元业务数据工作，负责业务数据体系建设
管理数据埋点上报需求，维护数据埋点信息，保障数据准确性
负责建立和完善业务数据报表体系，并提供相关数据支持
建立关键指标的日常监控机制，对数据波动进行原因挖掘，推动产品功能改善和运营效率提升；
搭建并完善数据分析框架体系，为产品和运营迭代提供数据决策支持，推动产品策略优化，包括产品功能分析、用户增长研究、推荐策略分析等
参与业务目标制定和拆分，并定期监控目标完成情况，把控风险。"
PCG17-波洞产品运营,"1.负责波洞APP社区游戏品类的内容运营，包含内容引入、内容策划、内容运营、内容推广，提升内容的转化率；
2.挖掘与引入匹配社区属性的KOL，提升KOL整体数量，制定推广计划，提升KOL粉丝量；
3.负责游戏品类的话题活动运营，策划话题活动，提升社区的活跃度；
4.对内容数据、KOL数据进行监控，分析并优化运营策略"
PCG17-QQ手游平台产品策划（深圳）,"负责QQ游戏中心的产品策划工作，把握产品方向，对平台用户活跃度及用户体验负责；
利用QQ平台独有优势，与精品游戏深度结合，打造更加适合QQ用户的玩家服务；
负责管理项目整体节奏，利用增长理念推动新产品上线及老产品的优化迭代，搭建数据体系、深度分析数据，并对执行效果进行跟踪反馈与进一步优化。"
PCG17-波洞社区运营,"1.负责2C APP 社区氛围运营和活动运营，提升用户对社区及内容的忠诚度和满意度；
2.对运营数据负责，对不同类型社区用户的洞察和分析，搭建社区用户体系、制定精细化的运营策略；
3.运用不同社区渠道和手段，建立差异化的用户沟通方式，做好与用户的沟通桥梁；"
HY6-赛事平台产品经理,"1、与团队合作规划和完善大众化赛事体系规则，负责赛事在平台内、游戏内的运营，不断提升参赛和观赛用户规模，促进赛事用户在平台内的增长；
2、对接游戏研发与运营团队，承接大众化赛事平台建设需求，推动并落地赛事工具系统的迭代优化；
3、负责平台自办赛事的策划运营，对接供应商，保证赛事用户的参赛体验和观赛体验；
4、推进公司内外合作，承接内外部与赛事平台的办赛需求，提升赛事场次规模和赛事平台影响力。
"
HY6-平台产品运营经理,"1、负责配合团队制定产品的拉新、留存、回流运营方案，并根据产品线上反馈及数据提炼进行运营方案调整，以及运营活动效果评估；
2、负责与合作团队的项目讨论、规划及实施，并实现多方共赢；
3、负责用户需求分析和整理，并推进为可执行的整体项目。
"
18924-CSIG云与智慧产业事业群-部门秘书（成都）,"支持上级工作，负责上级日程管理及重要会议组织、差旅行程安排，协助上级做好部门业务成本管理、团队管理及融合、核心团队建设，做上下内外关系的枢纽；
协助制定并实施部门的管理规章制度及各项流程，并进行流程优化；
担任部门内各项行政人事工作接口人，负责统筹管理行政类成本、办公资源、外部供应商、氛围文化类项目等；
协调维护部门外各团队的合作关系，正确处理员工投诉，维护团队形象；
与行政、HR、财务配合，规划、推动、执行部门内的行政福利、团队激励、团队文化、氛围建设、预算管理，以及与其他部门秘书配合，做好BG及业务线内大项目。"
22989-产品高级交付架构师（深圳/上海/北京/成都)（北京）,"1. 负责腾讯线下产品交付标准化建设，包括流程、工具、系统、规范标准等建设，推进产品交付服务度量与能效提升；
2. 负责迁移上云、行业解决方案、生态联合解决方案等产品级的集成交付实践探索与抽象标准化等； 
3. 指导实施团队的产品交付工作与交付服务能力建设，支撑实施团队完成对应产品的方案制定、评审、技术支持等工作。"
22989-产品高级交付架构师（深圳/上海/北京/成都)（成都）,"1. 负责腾讯线下产品交付标准化建设，包括流程、工具、系统、规范标准等建设，推进产品交付服务度量与能效提升；
2. 负责迁移上云、行业解决方案、生态联合解决方案等产品级的集成交付实践探索与抽象标准化等； 
3. 指导实施团队的产品交付工作与交付服务能力建设，支撑实施团队完成对应产品的方案制定、评审、技术支持等工作。"
22989-产品高级交付架构师（深圳/上海/北京/成都)（上海）,"1. 负责腾讯线下产品交付标准化建设，包括流程、工具、系统、规范标准等建设，推进产品交付服务度量与能效提升；
2. 负责迁移上云、行业解决方案、生态联合解决方案等产品级的集成交付实践探索与抽象标准化等； 
3. 指导实施团队的产品交付工作与交付服务能力建设，支撑实施团队完成对应产品的方案制定、评审、技术支持等工作。"
22989-产品高级交付架构师（深圳/上海/北京/成都)（深圳）,"1. 负责腾讯线下产品交付标准化建设，包括流程、工具、系统、规范标准等建设，推进产品交付服务度量与能效提升；
2. 负责迁移上云、行业解决方案、生态联合解决方案等产品级的集成交付实践探索与抽象标准化等； 
3. 指导实施团队的产品交付工作与交付服务能力建设，支撑实施团队完成对应产品的方案制定、评审、技术支持等工作。"
27087-市场营销,"1. 负责腾讯微视下游戏品类的市场营销，包括游戏相关活动策划、游戏内容和直播推广策划、游戏短视频功能推广策划，并保证项目顺利执行落地
2. 对内负责沟通和明确整体需求和目标
3. 对外负责拓展游戏推广渠道和引入游戏市场资源"
29923-相机产品视觉设计师,"1. 支持手机QQ与相机产品研发业务，负责拍摄/图像/视频玩法相关的多媒体内容创意与prototype创作；
2. 负责将有价值的创意推动落地，包括方案陈述、设计输出与技术对接，跟进用户数据与反馈； 
3. 探索多媒体社交及相机产品的功能创新与体验优化，不断为用户提供更新更好的愉悦与体验。

Responsibilities 
- Design animated contents for consumer facing camera products / applications (QQ). 
- Work with product manager and engineers to create a good and pleasing user experience. 
- Deliver innovative prototypes and present ideas to improve the product. 
"
33370-出行服务产品运营,"负责腾讯出行服务的运营规划，包括用户及渠道运营的落地；
关注数据，管理用户生命周期，提升业务运营的健康度，对效果和用户反馈负责；
主导腾讯内部及腾讯系团队就合作方案及联运模式的设计并执行，根据效果与表现不断调优运营策略；
策划落地与业务、行业相关的有趣、有效营销玩法，沉淀运营体系及方法，实现数据增长；
对资源的使用和效果做出评估，包括流量、营销经费等，制定并维护平台运营规则；
标准化行业服务，通过对运营模式的创新及合作链路的优化为用户、业务、合作伙伴创造价值。"
